record_id,node_id,node_name,node_type,description,node_raw
R0098,red seaweeds,red seaweeds,plant_species,rich in crude protein and halogenated compounds,"{""id"": ""red seaweeds"", ""node_type"": ""plant_species"", ""description"": ""rich in crude protein and halogenated compounds""}"
R0098,green seaweeds,green seaweeds,plant_species,mentioned as type of seaweed,"{""id"": ""green seaweeds"", ""node_type"": ""plant_species"", ""description"": ""mentioned as type of seaweed""}"
R0098,bromoform,bromoform,plant_metabolite,"halogenated compound, indicator of anti-methanogenic properties","{""id"": ""bromoform"", ""node_type"": ""plant_metabolite"", ""description"": ""halogenated compound, indicator of anti-methanogenic properties""}"
R0098,phlorotannins,phlorotannins,plant_metabolite,"secondary compound in brown seaweeds, potential to decrease CH4","{""id"": ""phlorotannins"", ""node_type"": ""plant_metabolite"", ""description"": ""secondary compound in brown seaweeds, potential to decrease CH4""}"
R0098,enteric methane,enteric methane,outcome,greenhouse gas emitted by ruminants,"{""id"": ""enteric methane"", ""node_type"": ""outcome"", ""description"": ""greenhouse gas emitted by ruminants""}"
R0099,Red seaweeds,Red seaweeds,plant_species,"red macroalgae, source of bromoform","{""id"": ""Red seaweeds"", ""node_type"": ""plant_species"", ""description"": ""red macroalgae, source of bromoform""}"
R0099,Brown seaweeds,Brown seaweeds,plant_species,brown macroalgae,"{""id"": ""Brown seaweeds"", ""node_type"": ""plant_species"", ""description"": ""brown macroalgae""}"
R0099,Green seaweeds,Green seaweeds,plant_species,green macroalgae,"{""id"": ""Green seaweeds"", ""node_type"": ""plant_species"", ""description"": ""green macroalgae""}"
R0099,bromoform,bromoform,plant_metabolite,active compound responsible for methane reduction,"{""id"": ""bromoform"", ""node_type"": ""plant_metabolite"", ""description"": ""active compound responsible for methane reduction""}"
R0099,methane yield,methane yield,outcome,auto-added from edge,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""auto-added from edge""}"
R0100,Asparagopsis taxiformis,Asparagopsis taxiformis,plant_species,"red macroalga, bromoform source","{""id"": ""Asparagopsis taxiformis"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, bromoform source""}"
R0100,Methanobrevibacter,Methanobrevibacter,rumen_archaea,"methanogenic archaea, decreased relative abundance","{""id"": ""Methanobrevibacter"", ""node_type"": ""rumen_archaea"", ""description"": ""methanogenic archaea, decreased relative abundance""}"
R0100,Methanomethylophilaceae,Methanomethylophilaceae,rumen_archaea,"methanogenic archaea, increased relative abundance","{""id"": ""Methanomethylophilaceae"", ""node_type"": ""rumen_archaea"", ""description"": ""methanogenic archaea, increased relative abundance""}"
R0100,Prevotella,Prevotella,rumen_bacteria,"bacterial genus, decreased relative abundance","{""id"": ""Prevotella"", ""node_type"": ""rumen_bacteria"", ""description"": ""bacterial genus, decreased relative abundance""}"
R0100,methane yield,methane yield,outcome,CH4 per unit feed intake,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""CH4 per unit feed intake""}"
R0100,methane intensity,methane intensity,outcome,CH4 per unit milk yield,"{""id"": ""methane intensity"", ""node_type"": ""outcome"", ""description"": ""CH4 per unit milk yield""}"
R0100,hydrogen gas,hydrogen gas,outcome,"H2 emitted, increased >5 times","{""id"": ""hydrogen gas"", ""node_type"": ""outcome"", ""description"": ""H2 emitted, increased >5 times""}"
R0100,propionate production,propionate production,metabolic_process,"VFA, increased","{""id"": ""propionate production"", ""node_type"": ""metabolic_process"", ""description"": ""VFA, increased""}"
R0100,acetate,acetate,metabolic_process,"VFA, decreased","{""id"": ""acetate"", ""node_type"": ""metabolic_process"", ""description"": ""VFA, decreased""}"
R0100,butyrate production,butyrate production,metabolic_process,"VFA, decreased","{""id"": ""butyrate production"", ""node_type"": ""metabolic_process"", ""description"": ""VFA, decreased""}"
R0101,Asparagopsis taxiformis,Asparagopsis taxiformis,plant_species,"red macroalga, bromoform source","{""id"": ""Asparagopsis taxiformis"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, bromoform source""}"
R0101,methane,methane,outcome,enteric methane production,"{""id"": ""methane"", ""node_type"": ""outcome"", ""description"": ""enteric methane production""}"
R0102,Asparagopsis armata,Asparagopsis armata,plant_species,"red macroalga, bromoform source","{""id"": ""Asparagopsis armata"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, bromoform source""}"
R0102,methane yield,methane yield,outcome,enteric methane emission,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""enteric methane emission""}"
R0102,methane intensity,methane intensity,outcome,methane per milk yield,"{""id"": ""methane intensity"", ""node_type"": ""outcome"", ""description"": ""methane per milk yield""}"
R0103,Asparagopsis taxiformis,Asparagopsis taxiformis,plant_species,"red macroalga, bromoform source","{""id"": ""Asparagopsis taxiformis"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, bromoform source""}"
R0103,methane yield,methane yield,outcome,auto-added from edge,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""auto-added from edge""}"
R0104,Asparagopsis taxiformis,Asparagopsis taxiformis,plant_species,"red macroalga, bromoform source","{""id"": ""Asparagopsis taxiformis"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, bromoform source""}"
R0104,bromoform,bromoform,plant_metabolite,bioactive compound in Asparagopsis taxiformis,"{""id"": ""bromoform"", ""node_type"": ""plant_metabolite"", ""description"": ""bioactive compound in Asparagopsis taxiformis""}"
R0104,methane yield,methane yield,outcome,enteric methane from grazing cattle,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""enteric methane from grazing cattle""}"
R0105,Bonnemaisonia hamifera,Bonnemaisonia hamifera,plant_species,New Zealand red seaweed,"{""id"": ""Bonnemaisonia hamifera"", ""node_type"": ""plant_species"", ""description"": ""New Zealand red seaweed""}"
R0105,Euptilota formisissima,Euptilota formisissima,plant_species,New Zealand red seaweed,"{""id"": ""Euptilota formisissima"", ""node_type"": ""plant_species"", ""description"": ""New Zealand red seaweed""}"
R0105,Plocamium cirrhosum,Plocamium cirrhosum,plant_species,New Zealand red seaweed,"{""id"": ""Plocamium cirrhosum"", ""node_type"": ""plant_species"", ""description"": ""New Zealand red seaweed""}"
R0105,Vidalia colensoi,Vidalia colensoi,plant_species,New Zealand red seaweed,"{""id"": ""Vidalia colensoi"", ""node_type"": ""plant_species"", ""description"": ""New Zealand red seaweed""}"
R0105,Ecklonia radiata,Ecklonia radiata,plant_species,brown seaweed aquaculture target,"{""id"": ""Ecklonia radiata"", ""node_type"": ""plant_species"", ""description"": ""brown seaweed aquaculture target""}"
R0105,Ulva sp. B,Ulva sp. B,plant_species,green seaweed aquaculture target,"{""id"": ""Ulva sp. B"", ""node_type"": ""plant_species"", ""description"": ""green seaweed aquaculture target""}"
R0105,methane,methane,outcome,enteric methane production,"{""id"": ""methane"", ""node_type"": ""outcome"", ""description"": ""enteric methane production""}"
R0105,hydrogen,hydrogen,outcome,hydrogen production,"{""id"": ""hydrogen"", ""node_type"": ""outcome"", ""description"": ""hydrogen production""}"
R0106,Laminaria digitata,Laminaria digitata,plant_species,"brown macroalga, source of phlorotannins","{""id"": ""Laminaria digitata"", ""node_type"": ""plant_species"", ""description"": ""brown macroalga, source of phlorotannins""}"
R0106,phlorotannins,phlorotannins,plant_metabolite,marine tannins with protein binding properties,"{""id"": ""phlorotannins"", ""node_type"": ""plant_metabolite"", ""description"": ""marine tannins with protein binding properties""}"
R0106,methane yield,methane yield,outcome,CH4 production per g OM,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""CH4 production per g OM""}"
R0106,protein degradation,protein degradation,metabolic_process,ruminal protein hydrolysis,"{""id"": ""protein degradation"", ""node_type"": ""metabolic_process"", ""description"": ""ruminal protein hydrolysis""}"
R0107,Ecklonia stolonifera,Ecklonia stolonifera,plant_species,brown alga,"{""id"": ""Ecklonia stolonifera"", ""node_type"": ""plant_species"", ""description"": ""brown alga""}"
R0107,Eisenia bicyclis,Eisenia bicyclis,plant_species,brown alga,"{""id"": ""Eisenia bicyclis"", ""node_type"": ""plant_species"", ""description"": ""brown alga""}"
R0107,Sargassum fulvellum,Sargassum fulvellum,plant_species,brown alga,"{""id"": ""Sargassum fulvellum"", ""node_type"": ""plant_species"", ""description"": ""brown alga""}"
R0107,Undaria pinnatifida,Undaria pinnatifida,plant_species,brown alga,"{""id"": ""Undaria pinnatifida"", ""node_type"": ""plant_species"", ""description"": ""brown alga""}"
R0107,Sargassum fusiforme,Sargassum fusiforme,plant_species,brown alga,"{""id"": ""Sargassum fusiforme"", ""node_type"": ""plant_species"", ""description"": ""brown alga""}"
R0107,methane yield,methane yield,outcome,methane yield,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""methane yield""}"
R0107,Ruminococcus albus,Ruminococcus albus,rumen_bacteria,cellulolytic bacterium,"{""id"": ""Ruminococcus albus"", ""node_type"": ""rumen_bacteria"", ""description"": ""cellulolytic bacterium""}"
R0107,Fibrobacter succinogenes,Fibrobacter succinogenes,rumen_bacteria,cellulolytic bacterium,"{""id"": ""Fibrobacter succinogenes"", ""node_type"": ""rumen_bacteria"", ""description"": ""cellulolytic bacterium""}"
R0107,Ruminococcus flavefaciens,Ruminococcus flavefaciens,rumen_bacteria,cellulolytic bacterium,"{""id"": ""Ruminococcus flavefaciens"", ""node_type"": ""rumen_bacteria"", ""description"": ""cellulolytic bacterium""}"
R0107,methanogenic archaea,methanogenic archaea,rumen_archaea,methanogens,"{""id"": ""methanogenic archaea"", ""node_type"": ""rumen_archaea"", ""description"": ""methanogens""}"
R0107,ciliate-associated methanogens,ciliate-associated methanogens,rumen_archaea,methanogens associated with ciliates,"{""id"": ""ciliate-associated methanogens"", ""node_type"": ""rumen_archaea"", ""description"": ""methanogens associated with ciliates""}"
R0108,Halidrys siliquosa,Halidrys siliquosa,plant_species,"brown seaweed, phylum Phaeophyta","{""id"": ""Halidrys siliquosa"", ""node_type"": ""plant_species"", ""description"": ""brown seaweed, phylum Phaeophyta""}"
R0108,Ascophyllum nodosum,Ascophyllum nodosum,plant_species,"brown seaweed, phylum Phaeophyta","{""id"": ""Ascophyllum nodosum"", ""node_type"": ""plant_species"", ""description"": ""brown seaweed, phylum Phaeophyta""}"
R0108,Chaetomorpha filum,Chaetomorpha filum,plant_species,green seaweed,"{""id"": ""Chaetomorpha filum"", ""node_type"": ""plant_species"", ""description"": ""green seaweed""}"
R0108,Laminaria digitata,Laminaria digitata,plant_species,brown seaweed,"{""id"": ""Laminaria digitata"", ""node_type"": ""plant_species"", ""description"": ""brown seaweed""}"
R0108,Dumontia carnosa,Dumontia carnosa,plant_species,"red seaweed, phylum Rhodophyta","{""id"": ""Dumontia carnosa"", ""node_type"": ""plant_species"", ""description"": ""red seaweed, phylum Rhodophyta""}"
R0108,Ceramium tenuicorne,Ceramium tenuicorne,plant_species,"red seaweed, phylum Rhodophyta","{""id"": ""Ceramium tenuicorne"", ""node_type"": ""plant_species"", ""description"": ""red seaweed, phylum Rhodophyta""}"
R0108,Ulva lactuca,Ulva lactuca,plant_species,"green seaweed, phylum Chlorophyta","{""id"": ""Ulva lactuca"", ""node_type"": ""plant_species"", ""description"": ""green seaweed, phylum Chlorophyta""}"
R0108,Asparagopsis taxiformis,Asparagopsis taxiformis,plant_species,"red macroalga, positive control","{""id"": ""Asparagopsis taxiformis"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, positive control""}"
R0108,phlorotannins,phlorotannins,plant_metabolite,bioactive compound with antioxidant activity,"{""id"": ""phlorotannins"", ""node_type"": ""plant_metabolite"", ""description"": ""bioactive compound with antioxidant activity""}"
R0108,methane yield,methane yield,outcome,in vitro methane production,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""in vitro methane production""}"
R0109,Asparagopsis taxiformis,Asparagopsis taxiformis,plant_species,"red macroalga, bromoform source","{""id"": ""Asparagopsis taxiformis"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, bromoform source""}"
R0109,bromoform,bromoform,plant_metabolite,anti-methanogenic compound,"{""id"": ""bromoform"", ""node_type"": ""plant_metabolite"", ""description"": ""anti-methanogenic compound""}"
R0109,methanogens,methanogens,rumen_archaea,methane-producing archaea,"{""id"": ""methanogens"", ""node_type"": ""rumen_archaea"", ""description"": ""methane-producing archaea""}"
R0109,methane,methane,outcome,methane production,"{""id"": ""methane"", ""node_type"": ""outcome"", ""description"": ""methane production""}"
R0110,Saccharina latissima,Saccharina latissima,plant_species,brown seaweed,"{""id"": ""Saccharina latissima"", ""node_type"": ""plant_species"", ""description"": ""brown seaweed""}"
R0110,Alaria esculenta,Alaria esculenta,plant_species,brown seaweed,"{""id"": ""Alaria esculenta"", ""node_type"": ""plant_species"", ""description"": ""brown seaweed""}"
R0110,Palmaria palmata,Palmaria palmata,plant_species,red seaweed,"{""id"": ""Palmaria palmata"", ""node_type"": ""plant_species"", ""description"": ""red seaweed""}"
R0110,methane yield,methane yield,outcome,CH4 production per g organic matter,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""CH4 production per g organic matter""}"
R0110,total volatile fatty acids,total volatile fatty acids,outcome,VFA concentration,"{""id"": ""total volatile fatty acids"", ""node_type"": ""outcome"", ""description"": ""VFA concentration""}"
R0110,true organic matter digestibility,true organic matter digestibility,outcome,OMD,"{""id"": ""true organic matter digestibility"", ""node_type"": ""outcome"", ""description"": ""OMD""}"
R0111,Ecklonia radiata,Ecklonia radiata,plant_species,brown seaweed,"{""id"": ""Ecklonia radiata"", ""node_type"": ""plant_species"", ""description"": ""brown seaweed""}"
R0111,Schinopsis quebracho-colorado,Schinopsis quebracho-colorado,plant_species,"quebracho tree, source of condensed tannins","{""id"": ""Schinopsis quebracho-colorado"", ""node_type"": ""plant_species"", ""description"": ""quebracho tree, source of condensed tannins""}"
R0111,ammonia,ammonia,outcome,ruminal NH3 concentration,"{""id"": ""ammonia"", ""node_type"": ""outcome"", ""description"": ""ruminal NH3 concentration""}"
R0111,total VFA,total VFA,outcome,total volatile fatty acids,"{""id"": ""total VFA"", ""node_type"": ""outcome"", ""description"": ""total volatile fatty acids""}"
R0112,Ascophyllum nodosum,Ascophyllum nodosum,plant_species,brown seaweed,"{""id"": ""Ascophyllum nodosum"", ""node_type"": ""plant_species"", ""description"": ""brown seaweed""}"
R0112,E. coli,E. coli,rumen_bacteria,enteric bacterium,"{""id"": ""E. coli"", ""node_type"": ""rumen_bacteria"", ""description"": ""enteric bacterium""}"
R0113,Asparagopsis taxiformis,Asparagopsis taxiformis,plant_species,"red macroalga, anti-greenhouse seaweed","{""id"": ""Asparagopsis taxiformis"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, anti-greenhouse seaweed""}"
R0114,Ulva fasciata,Ulva fasciata,plant_species,marine macroalga,"{""id"": ""Ulva fasciata"", ""node_type"": ""plant_species"", ""description"": ""marine macroalga""}"
R0115,Asparagopsis taxiformis,Asparagopsis taxiformis,plant_species,"red macroalga, bromoform source","{""id"": ""Asparagopsis taxiformis"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, bromoform source""}"
R0115,methane yield,methane yield,outcome,enteric methane production,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""enteric methane production""}"
R0115,total VFA,total VFA,outcome,total volatile fatty acids,"{""id"": ""total VFA"", ""node_type"": ""outcome"", ""description"": ""total volatile fatty acids""}"
R0115,acetate,acetate,metabolic_process,acetate concentration,"{""id"": ""acetate"", ""node_type"": ""metabolic_process"", ""description"": ""acetate concentration""}"
R0115,propionate production,propionate production,metabolic_process,propionate concentration,"{""id"": ""propionate production"", ""node_type"": ""metabolic_process"", ""description"": ""propionate concentration""}"
R0116,Asparagopsis taxiformis,Asparagopsis taxiformis,plant_species,"red macroalga, bromoform source","{""id"": ""Asparagopsis taxiformis"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, bromoform source""}"
R0116,bromoform,bromoform,plant_metabolite,"volatile halogenated compound, primary bioactive","{""id"": ""bromoform"", ""node_type"": ""plant_metabolite"", ""description"": ""volatile halogenated compound, primary bioactive""}"
R0116,enteric methane,enteric methane,outcome,methane emission from ruminants,"{""id"": ""enteric methane"", ""node_type"": ""outcome"", ""description"": ""methane emission from ruminants""}"
R0117,Alaria esculenta,Alaria esculenta,plant_species,brown seaweed,"{""id"": ""Alaria esculenta"", ""node_type"": ""plant_species"", ""description"": ""brown seaweed""}"
R0117,Laminaria digitata,Laminaria digitata,plant_species,brown seaweed,"{""id"": ""Laminaria digitata"", ""node_type"": ""plant_species"", ""description"": ""brown seaweed""}"
R0117,Pelvetia canaliculata,Pelvetia canaliculata,plant_species,brown seaweed,"{""id"": ""Pelvetia canaliculata"", ""node_type"": ""plant_species"", ""description"": ""brown seaweed""}"
R0117,Saccharina latissima,Saccharina latissima,plant_species,brown seaweed,"{""id"": ""Saccharina latissima"", ""node_type"": ""plant_species"", ""description"": ""brown seaweed""}"
R0117,Mastocarpus stellatus,Mastocarpus stellatus,plant_species,red seaweed,"{""id"": ""Mastocarpus stellatus"", ""node_type"": ""plant_species"", ""description"": ""red seaweed""}"
R0117,Palmaria palmata,Palmaria palmata,plant_species,red seaweed,"{""id"": ""Palmaria palmata"", ""node_type"": ""plant_species"", ""description"": ""red seaweed""}"
R0117,Porphyra sp.,Porphyra sp.,plant_species,red seaweed,"{""id"": ""Porphyra sp."", ""node_type"": ""plant_species"", ""description"": ""red seaweed""}"
R0117,Cladophora rupestris,Cladophora rupestris,plant_species,green seaweed,"{""id"": ""Cladophora rupestris"", ""node_type"": ""plant_species"", ""description"": ""green seaweed""}"
R0117,ruminal fermentation,ruminal fermentation,metabolic_process,in vitro rumen fermentation,"{""id"": ""ruminal fermentation"", ""node_type"": ""metabolic_process"", ""description"": ""in vitro rumen fermentation""}"
R0118,Asparagopsis taxiformis,Asparagopsis taxiformis,plant_species,"red macroalga, bromoform source","{""id"": ""Asparagopsis taxiformis"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, bromoform source""}"
R0118,methane yield,methane yield,outcome,enteric methane production,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""enteric methane production""}"
R0118,weight gain,weight gain,outcome,livestock production performance,"{""id"": ""weight gain"", ""node_type"": ""outcome"", ""description"": ""livestock production performance""}"
R0119,Asparagopsis taxiformis,Asparagopsis taxiformis,plant_species,"red macroalga, bromoform source","{""id"": ""Asparagopsis taxiformis"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, bromoform source""}"
R0119,bromoform,bromoform,plant_metabolite,"halogenated compound, antimethanogenic","{""id"": ""bromoform"", ""node_type"": ""plant_metabolite"", ""description"": ""halogenated compound, antimethanogenic""}"
R0119,methane yield,methane yield,outcome,in vitro methane production,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""in vitro methane production""}"
R0120,Asparagopsis taxiformis,Asparagopsis taxiformis,plant_species,"red macroalga, bromoform source","{""id"": ""Asparagopsis taxiformis"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, bromoform source""}"
R0120,enteric methane production,enteric methane production,outcome,auto-added from edge,"{""id"": ""enteric methane production"", ""node_type"": ""outcome"", ""description"": ""auto-added from edge""}"
R0121,Asparagopsis taxiformis,Asparagopsis taxiformis,plant_species,"red macroalga, bromoform source","{""id"": ""Asparagopsis taxiformis"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, bromoform source""}"
R0121,bromoform,bromoform,plant_metabolite,halogenated methane analogue,"{""id"": ""bromoform"", ""node_type"": ""plant_metabolite"", ""description"": ""halogenated methane analogue""}"
R0121,methanogens,methanogens,rumen_archaea,"rumen methanogens including Methanobacteriales, Methanomassiliicoccales, Methanomicrobiales","{""id"": ""methanogens"", ""node_type"": ""rumen_archaea"", ""description"": ""rumen methanogens including Methanobacteriales, Methanomassiliicoccales, Methanomicrobiales""}"
R0121,methane yield,methane yield,outcome,enteric methane production,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""enteric methane production""}"
R0121,hydrogen concentration,hydrogen concentration,outcome,headspace hydrogen concentration,"{""id"": ""hydrogen concentration"", ""node_type"": ""outcome"", ""description"": ""headspace hydrogen concentration""}"
R0122,Asparagopsis taxiformis,Asparagopsis taxiformis,plant_species,"red macroalga, bromoform source","{""id"": ""Asparagopsis taxiformis"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, bromoform source""}"
R0122,bromoform,bromoform,plant_metabolite,"halogenated compound, main bioactive","{""id"": ""bromoform"", ""node_type"": ""plant_metabolite"", ""description"": ""halogenated compound, main bioactive""}"
R0122,dibromochloromethane,dibromochloromethane,plant_metabolite,halogenated compound,"{""id"": ""dibromochloromethane"", ""node_type"": ""plant_metabolite"", ""description"": ""halogenated compound""}"
R0122,methane,methane,outcome,methane production,"{""id"": ""methane"", ""node_type"": ""outcome"", ""description"": ""methane production""}"
R0123,Ascophyllum nodosum,Ascophyllum nodosum,plant_species,brown seaweed,"{""id"": ""Ascophyllum nodosum"", ""node_type"": ""plant_species"", ""description"": ""brown seaweed""}"
R0123,Laminaria digitata,Laminaria digitata,plant_species,brown seaweed,"{""id"": ""Laminaria digitata"", ""node_type"": ""plant_species"", ""description"": ""brown seaweed""}"
R0123,chitosan,chitosan,feed_additive,soluble chitosan from crustaceans,"{""id"": ""chitosan"", ""node_type"": ""feed_additive"", ""description"": ""soluble chitosan from crustaceans""}"
R0123,ivy fruit extract,ivy fruit extract,feed_additive,rich in saponins,"{""id"": ""ivy fruit extract"", ""node_type"": ""feed_additive"", ""description"": ""rich in saponins""}"
R0123,methane,methane,outcome,methane production,"{""id"": ""methane"", ""node_type"": ""outcome"", ""description"": ""methane production""}"
R0123,ciliate protozoa,ciliate protozoa,rumen_protozoa,protozoal activity measured by 14C-labelled bacteria,"{""id"": ""ciliate protozoa"", ""node_type"": ""rumen_protozoa"", ""description"": ""protozoal activity measured by 14C-labelled bacteria""}"
R0123,VFA,VFA,outcome,volatile fatty acids,"{""id"": ""VFA"", ""node_type"": ""outcome"", ""description"": ""volatile fatty acids""}"
R0124,Mastocarpus stellatus,Mastocarpus stellatus,plant_species,red seaweed,"{""id"": ""Mastocarpus stellatus"", ""node_type"": ""plant_species"", ""description"": ""red seaweed""}"
R0124,Palmaria palmata,Palmaria palmata,plant_species,red seaweed,"{""id"": ""Palmaria palmata"", ""node_type"": ""plant_species"", ""description"": ""red seaweed""}"
R0124,Porphyra sp.,Porphyra sp.,plant_species,red seaweed,"{""id"": ""Porphyra sp."", ""node_type"": ""plant_species"", ""description"": ""red seaweed""}"
R0124,Alaria esculenta,Alaria esculenta,plant_species,brown seaweed,"{""id"": ""Alaria esculenta"", ""node_type"": ""plant_species"", ""description"": ""brown seaweed""}"
R0124,Laminaria digitata,Laminaria digitata,plant_species,brown seaweed,"{""id"": ""Laminaria digitata"", ""node_type"": ""plant_species"", ""description"": ""brown seaweed""}"
R0124,Pelvetia canaliculata,Pelvetia canaliculata,plant_species,brown seaweed,"{""id"": ""Pelvetia canaliculata"", ""node_type"": ""plant_species"", ""description"": ""brown seaweed""}"
R0124,Acrosiphonia sp.,Acrosiphonia sp.,plant_species,green seaweed,"{""id"": ""Acrosiphonia sp."", ""node_type"": ""plant_species"", ""description"": ""green seaweed""}"
R0124,methane,methane,outcome,methane production,"{""id"": ""methane"", ""node_type"": ""outcome"", ""description"": ""methane production""}"
R0124,volatile fatty acids,volatile fatty acids,outcome,total VFA production,"{""id"": ""volatile fatty acids"", ""node_type"": ""outcome"", ""description"": ""total VFA production""}"
R0124,ammonia-N,ammonia-N,outcome,ammonia nitrogen concentration,"{""id"": ""ammonia-N"", ""node_type"": ""outcome"", ""description"": ""ammonia nitrogen concentration""}"
R0125,Chondrus crispus,Chondrus crispus,plant_species,"red macroalga, Irish moss","{""id"": ""Chondrus crispus"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, Irish moss""}"
R0125,Laminaria longicruris,Laminaria longicruris,plant_species,brown macroalga,"{""id"": ""Laminaria longicruris"", ""node_type"": ""plant_species"", ""description"": ""brown macroalga""}"
R0125,Fucus vesiculosus,Fucus vesiculosus,plant_species,brown macroalga,"{""id"": ""Fucus vesiculosus"", ""node_type"": ""plant_species"", ""description"": ""brown macroalga""}"
R0125,Furcellaria spp.,Furcellaria spp.,plant_species,red macroalga,"{""id"": ""Furcellaria spp."", ""node_type"": ""plant_species"", ""description"": ""red macroalga""}"
R0125,stormtoss shoreweed,stormtoss shoreweed,plant_species,mixture of seaweeds,"{""id"": ""stormtoss shoreweed"", ""node_type"": ""plant_species"", ""description"": ""mixture of seaweeds""}"
R0125,methane,methane,outcome,enteric methane emission,"{""id"": ""methane"", ""node_type"": ""outcome"", ""description"": ""enteric methane emission""}"
R0125,NH3-N,NH3-N,outcome,ammonia nitrogen,"{""id"": ""NH3-N"", ""node_type"": ""outcome"", ""description"": ""ammonia nitrogen""}"
R0126,Gelidium amansii,Gelidium amansii,plant_species,"red alga, Gelidaceae family","{""id"": ""Gelidium amansii"", ""node_type"": ""plant_species"", ""description"": ""red alga, Gelidaceae family""}"
R0126,methanogenic archaea,methanogenic archaea,rumen_archaea,methane-producing archaea in rumen,"{""id"": ""methanogenic archaea"", ""node_type"": ""rumen_archaea"", ""description"": ""methane-producing archaea in rumen""}"
R0126,Fibrobacter succinogenes,Fibrobacter succinogenes,rumen_bacteria,cellulolytic bacterium,"{""id"": ""Fibrobacter succinogenes"", ""node_type"": ""rumen_bacteria"", ""description"": ""cellulolytic bacterium""}"
R0126,Ruminococcus flavefaciens,Ruminococcus flavefaciens,rumen_bacteria,cellulolytic bacterium,"{""id"": ""Ruminococcus flavefaciens"", ""node_type"": ""rumen_bacteria"", ""description"": ""cellulolytic bacterium""}"
R0126,methane yield,methane yield,outcome,methane yield in rumen fermentation,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""methane yield in rumen fermentation""}"
