record_id,subject,predicate,object,effect_direction,effect_size,dose,experimental_system,mechanism_class,direct_or_inferred,evidence_method,evidence_quality,supporting_quote,paper_id,extraction_source,prompt_version,confidence,edge_raw
R0009,Asparagopsis taxiformis,PRODUCES,bromoform,increase,Not stated,Not specified,review,['Unknown/unclear mechanism'],Inferred,Not stated,Low,Asparagopsis taxiformis is the preferred species because it contains a relatively higher concentration of bromoform,10.1016/j.jia.2024.09.036,auto,v2.0-126corpus,0.7,"{""source"": ""Asparagopsis taxiformis"", ""target"": ""bromoform"", ""edge_type"": ""PRODUCES"", ""effect_direction"": ""increase"", ""effect_size"": ""Not stated"", ""dose"": ""Not specified"", ""experimental_system"": ""review"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""Not stated"", ""evidence_quality"": ""Low"", ""supporting_quote"": ""Asparagopsis taxiformis is the preferred species because it contains a relatively higher concentration of bromoform"", ""paper_id"": ""10.1016/j.jia.2024.09.036"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.7}"
R0009,bromoform,INHIBITS,coenzyme M methyltransferase,decrease,Not stated,Not specified,review,['Direct archaeal inhibition'],Inferred,Not stated,Low,bromoform contained in A. taxiformis can specifically inhibit the activity of coenzyme M methyltransferase,10.1016/j.jia.2024.09.036,auto,v2.0-126corpus,0.7,"{""source"": ""bromoform"", ""target"": ""coenzyme M methyltransferase"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""Not specified"", ""experimental_system"": ""review"", ""mechanism_class"": [""Direct archaeal inhibition""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""Not stated"", ""evidence_quality"": ""Low"", ""supporting_quote"": ""bromoform contained in A. taxiformis can specifically inhibit the activity of coenzyme M methyltransferase"", ""paper_id"": ""10.1016/j.jia.2024.09.036"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.7}"
R0009,coenzyme M methyltransferase,ASSOCIATED_WITH,methane yield,increase,Not stated,Not specified,review,['Unknown/unclear mechanism'],Inferred,Not stated,Low,thereby blocking the ruminal methanogenesis,10.1016/j.jia.2024.09.036,auto,v2.0-126corpus,0.7,"{""source"": ""coenzyme M methyltransferase"", ""target"": ""methane yield"", ""edge_type"": ""ASSOCIATED_WITH"", ""effect_direction"": ""increase"", ""effect_size"": ""Not stated"", ""dose"": ""Not specified"", ""experimental_system"": ""review"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""Not stated"", ""evidence_quality"": ""Low"", ""supporting_quote"": ""thereby blocking the ruminal methanogenesis"", ""paper_id"": ""10.1016/j.jia.2024.09.036"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.7}"
R0010,Ascophyllum nodosum,MODULATES,methane yield,no_change,Not stated,2% DM,in_vivo,['Unknown/unclear mechanism'],Direct,rumen cannulation,High,no effect of A. nodosum on CH4 yield,10.1139/cjas-2024-0129,auto,v2.0-126corpus,0.85,"{""source"": ""Ascophyllum nodosum"", ""target"": ""methane yield"", ""edge_type"": ""MODULATES"", ""effect_direction"": ""no_change"", ""effect_size"": ""Not stated"", ""dose"": ""2% DM"", ""experimental_system"": ""in_vivo"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""rumen cannulation"", ""evidence_quality"": ""High"", ""supporting_quote"": ""no effect of A. nodosum on CH4 yield"", ""paper_id"": ""10.1139/cjas-2024-0129"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0010,Himanthalia elongata,MODULATES,methane yield,no_change,Not stated,2% DM,in_vivo,['Unknown/unclear mechanism'],Direct,rumen cannulation,High,no effect of H. elongata extract on CH4 yield,10.1139/cjas-2024-0129,auto,v2.0-126corpus,0.85,"{""source"": ""Himanthalia elongata"", ""target"": ""methane yield"", ""edge_type"": ""MODULATES"", ""effect_direction"": ""no_change"", ""effect_size"": ""Not stated"", ""dose"": ""2% DM"", ""experimental_system"": ""in_vivo"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""rumen cannulation"", ""evidence_quality"": ""High"", ""supporting_quote"": ""no effect of H. elongata extract on CH4 yield"", ""paper_id"": ""10.1139/cjas-2024-0129"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0010,Ascophyllum nodosum,MODULATES,methane yield,no_change,Not stated,2% DM,in_vivo,['Unknown/unclear mechanism'],Direct,rumen cannulation,High,no effect of A. nodosum on CH4 production,10.1139/cjas-2024-0129,auto,v2.0-126corpus,0.85,"{""source"": ""Ascophyllum nodosum"", ""target"": ""methane yield"", ""edge_type"": ""MODULATES"", ""effect_direction"": ""no_change"", ""effect_size"": ""Not stated"", ""dose"": ""2% DM"", ""experimental_system"": ""in_vivo"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""rumen cannulation"", ""evidence_quality"": ""High"", ""supporting_quote"": ""no effect of A. nodosum on CH4 production"", ""paper_id"": ""10.1139/cjas-2024-0129"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0010,Himanthalia elongata,MODULATES,methane yield,no_change,Not stated,2% DM,in_vivo,['Unknown/unclear mechanism'],Direct,rumen cannulation,High,no effect of H. elongata extract on CH4 production,10.1139/cjas-2024-0129,auto,v2.0-126corpus,0.85,"{""source"": ""Himanthalia elongata"", ""target"": ""methane yield"", ""edge_type"": ""MODULATES"", ""effect_direction"": ""no_change"", ""effect_size"": ""Not stated"", ""dose"": ""2% DM"", ""experimental_system"": ""in_vivo"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""rumen cannulation"", ""evidence_quality"": ""High"", ""supporting_quote"": ""no effect of H. elongata extract on CH4 production"", ""paper_id"": ""10.1139/cjas-2024-0129"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0011,Laminaria japonica Aresch,INHIBITS,methane yield,decrease,>75%,"1%, 5%, 10% of CSF",in_vitro,"['Microbial community restructuring', 'Fermentation pathway modulation']",Inferred,high-throughput sequencing,High,>75% reductions in methane production were observed for the seaweeds,10.1016/j.envres.2024.119458,auto,v2.0-126corpus,0.85,"{""source"": ""Laminaria japonica Aresch"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": "">75%"", ""dose"": ""1%, 5%, 10% of CSF"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Microbial community restructuring"", ""Fermentation pathway modulation""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""high-throughput sequencing"", ""evidence_quality"": ""High"", ""supporting_quote"": "">75% reductions in methane production were observed for the seaweeds"", ""paper_id"": ""10.1016/j.envres.2024.119458"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0011,Porphyra tenera,INHIBITS,methane yield,decrease,>75%,"1%, 5%, 10% of CSF",in_vitro,"['Microbial community restructuring', 'Fermentation pathway modulation']",Inferred,high-throughput sequencing,High,>75% reductions in methane production were observed for the seaweeds,10.1016/j.envres.2024.119458,auto,v2.0-126corpus,0.85,"{""source"": ""Porphyra tenera"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": "">75%"", ""dose"": ""1%, 5%, 10% of CSF"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Microbial community restructuring"", ""Fermentation pathway modulation""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""high-throughput sequencing"", ""evidence_quality"": ""High"", ""supporting_quote"": "">75% reductions in methane production were observed for the seaweeds"", ""paper_id"": ""10.1016/j.envres.2024.119458"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0011,Laminaria japonica enzymatic hydrolysates,INHIBITS,methane yield,decrease,50%,"1%, 5%, 10% of CSF",in_vitro,"['Microbial community restructuring', 'Fermentation pathway modulation']",Inferred,high-throughput sequencing,High,50% reductions in methane production were observed for the seaweed enzymatic hydrolysates,10.1016/j.envres.2024.119458,auto,v2.0-126corpus,0.85,"{""source"": ""Laminaria japonica enzymatic hydrolysates"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""50%"", ""dose"": ""1%, 5%, 10% of CSF"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Microbial community restructuring"", ""Fermentation pathway modulation""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""high-throughput sequencing"", ""evidence_quality"": ""High"", ""supporting_quote"": ""50% reductions in methane production were observed for the seaweed enzymatic hydrolysates"", ""paper_id"": ""10.1016/j.envres.2024.119458"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0011,Laminaria japonica Aresch,MODULATES,prokaryotic community structure,change,Not stated,"1%, 5%, 10% of CSF",in_vitro,['Microbial community restructuring'],Direct,high-throughput sequencing,High,supplementation with seaweed had a notable impact on the prokaryotic community structure,10.1016/j.envres.2024.119458,auto,v2.0-126corpus,0.85,"{""source"": ""Laminaria japonica Aresch"", ""target"": ""prokaryotic community structure"", ""edge_type"": ""MODULATES"", ""effect_direction"": ""change"", ""effect_size"": ""Not stated"", ""dose"": ""1%, 5%, 10% of CSF"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Microbial community restructuring""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""high-throughput sequencing"", ""evidence_quality"": ""High"", ""supporting_quote"": ""supplementation with seaweed had a notable impact on the prokaryotic community structure"", ""paper_id"": ""10.1016/j.envres.2024.119458"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0011,Porphyra tenera,MODULATES,prokaryotic community structure,change,Not stated,"1%, 5%, 10% of CSF",in_vitro,['Microbial community restructuring'],Direct,high-throughput sequencing,High,supplementation with seaweed had a notable impact on the prokaryotic community structure,10.1016/j.envres.2024.119458,auto,v2.0-126corpus,0.85,"{""source"": ""Porphyra tenera"", ""target"": ""prokaryotic community structure"", ""edge_type"": ""MODULATES"", ""effect_direction"": ""change"", ""effect_size"": ""Not stated"", ""dose"": ""1%, 5%, 10% of CSF"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Microbial community restructuring""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""high-throughput sequencing"", ""evidence_quality"": ""High"", ""supporting_quote"": ""supplementation with seaweed had a notable impact on the prokaryotic community structure"", ""paper_id"": ""10.1016/j.envres.2024.119458"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0011,Laminaria japonica enzymatic hydrolysates,MODULATES,prokaryotic community structure,change,Not stated,"1%, 5%, 10% of CSF",in_vitro,['Microbial community restructuring'],Direct,high-throughput sequencing,High,supplementation with seaweed enzymatic hydrolysates had a notable impact on the prokaryotic community structure,10.1016/j.envres.2024.119458,auto,v2.0-126corpus,0.85,"{""source"": ""Laminaria japonica enzymatic hydrolysates"", ""target"": ""prokaryotic community structure"", ""edge_type"": ""MODULATES"", ""effect_direction"": ""change"", ""effect_size"": ""Not stated"", ""dose"": ""1%, 5%, 10% of CSF"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Microbial community restructuring""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""high-throughput sequencing"", ""evidence_quality"": ""High"", ""supporting_quote"": ""supplementation with seaweed enzymatic hydrolysates had a notable impact on the prokaryotic community structure"", ""paper_id"": ""10.1016/j.envres.2024.119458"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0011,prokaryotic community structure,ASSOCIATED_WITH,methane yield,decrease,Not stated,Not applicable,in_vitro,['Microbial community restructuring'],Direct,Mantel tests,High,significant correlations between the prokaryotic community and methane accumulation (P < 0.05),10.1016/j.envres.2024.119458,auto,v2.0-126corpus,0.85,"{""source"": ""prokaryotic community structure"", ""target"": ""methane yield"", ""edge_type"": ""ASSOCIATED_WITH"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""Not applicable"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Microbial community restructuring""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""Mantel tests"", ""evidence_quality"": ""High"", ""supporting_quote"": ""significant correlations between the prokaryotic community and methane accumulation (P < 0.05)"", ""paper_id"": ""10.1016/j.envres.2024.119458"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0011,propionate/butyrate-producing bacteria,INHIBITS,methane yield,decrease,Not stated,Not applicable,in_vitro,['Microbial community restructuring'],Inferred,network analysis,Medium,crucial role of propionate/butyrate-producing bacteria in regulating methane emissions through microbial interactions,10.1016/j.envres.2024.119458,auto,v2.0-126corpus,0.7,"{""source"": ""propionate/butyrate-producing bacteria"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""Not applicable"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Microbial community restructuring""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""network analysis"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""crucial role of propionate/butyrate-producing bacteria in regulating methane emissions through microbial interactions"", ""paper_id"": ""10.1016/j.envres.2024.119458"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.7}"
R0011,Laminaria japonica Aresch,MODULATES,narB gene,decrease,significant reduction,"1%, 5%, 10% of CSF",in_vitro,['Fermentation pathway modulation'],Inferred,predicted function (PICRUSt?),Medium,predicted function exhibited a significant reduction in the presence of the narB gene in seaweed-supplemented treatments,10.1016/j.envres.2024.119458,auto,v2.0-126corpus,0.7,"{""source"": ""Laminaria japonica Aresch"", ""target"": ""narB gene"", ""edge_type"": ""MODULATES"", ""effect_direction"": ""decrease"", ""effect_size"": ""significant reduction"", ""dose"": ""1%, 5%, 10% of CSF"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Fermentation pathway modulation""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""predicted function (PICRUSt?)"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""predicted function exhibited a significant reduction in the presence of the narB gene in seaweed-supplemented treatments"", ""paper_id"": ""10.1016/j.envres.2024.119458"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.7}"
R0011,Porphyra tenera,MODULATES,narB gene,decrease,significant reduction,"1%, 5%, 10% of CSF",in_vitro,['Fermentation pathway modulation'],Inferred,predicted function,Medium,predicted function exhibited a significant reduction in the presence of the narB gene in seaweed-supplemented treatments,10.1016/j.envres.2024.119458,auto,v2.0-126corpus,0.7,"{""source"": ""Porphyra tenera"", ""target"": ""narB gene"", ""edge_type"": ""MODULATES"", ""effect_direction"": ""decrease"", ""effect_size"": ""significant reduction"", ""dose"": ""1%, 5%, 10% of CSF"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Fermentation pathway modulation""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""predicted function"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""predicted function exhibited a significant reduction in the presence of the narB gene in seaweed-supplemented treatments"", ""paper_id"": ""10.1016/j.envres.2024.119458"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.7}"
